HourUTC,HourDK,MunicipalityNo,SolarMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindMWh,ThermalPowerMWh,timestamp,date,hour,year,month,day
2025-11-01T00:00:00,2025-11-01T01:00:00,253,0.0,,,0.034249,0.00825,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,250,0.0,,,0.28539,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,223,0.0,,,0.0,4.55723,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,580,0.0,,,8.888204,0.82655,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,400,0.0,,,8.456811,1.448,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,773,0.0,,,27.95217,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,201,0.0,,,0.040774,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,492,0.0,,,1.837405,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,147,0.0,,,0.0,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,751,0.0,,,3.012532,36.17745,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,671,0.0,,,19.334659,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,860,0.0,,,29.377601,5.43742,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,265,0.0,,,0.450876,30.705122,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,756,0.0,,,16.443891,0.899406,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,661,0.0,,,65.528405,19.445,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,420,0.0,,,3.332319,0.565756,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,706,0.0,,,5.197673,0.249576,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,175,0.0,,,0.0,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,849,0.0,,,59.943566,0.000714,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,155,0.0,,,0.0,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,450,0.0,,,2.077818,0.8866,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,530,0.0,,,22.673937,1.609497,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
